reg;clage_vacsi;jour;n_dose1;n_complet;n_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;couv_dose1;couv_complet;couv_rappel
11;04;2021-03-01;0;0;0;8;1;0;0.0;0.0;0.0
11;04;2021-03-02;0;0;0;8;1;0;0.0;0.0;0.0
11;04;2021-03-03;0;0;0;8;1;0;0.0;0.0;0.0
11;04;2021-03-04;0;0;0;8;1;0;0.0;0.0;0.0
11;04;2021-03-05;1;0;0;9;1;0;0.0;0.0;0.0
11;04;2021-03-06;0;0;0;9;1;0;0.0;0.0;0.0
11;04;2021-03-07;0;0;0;9;1;0;0.0;0.0;0.0
11;04;2021-03-08;0;0;0;9;1;0;0.0;0.0;0.0
11;04;2021-03-09;1;0;0;10;1;0;0.0;0.0;0.0
11;04;2021-03-10;1;0;0;11;1;0;0.0;0.0;0.0
11;04;2021-03-11;1;0;0;12;1;0;0.0;0.0;0.0
11;04;2021-03-12;0;0;0;12;1;0;0.0;0.0;0.0
11;04;2021-03-13;1;0;0;13;1;0;0.0;0.0;0.0
11;04;2021-03-14;1;0;0;14;1;0;0.0;0.0;0.0
11;04;2021-03-15;0;0;0;14;1;0;0.0;0.0;0.0
11;04;2021-03-16;1;0;0;15;1;0;0.0;0.0;0.0
11;04;2021-03-17;1;0;0;16;1;0;0.0;0.0;0.0
11;04;2021-03-18;1;0;0;17;1;0;0.0;0.0;0.0
11;04;2021-03-19;1;0;0;18;1;0;0.0;0.0;0.0
11;04;2021-03-20;0;0;0;18;1;0;0.0;0.0;0.0
11;04;2021-03-21;1;0;0;19;1;0;0.0;0.0;0.0
11;04;2021-03-22;1;0;0;20;1;0;0.0;0.0;0.0
11;04;2021-03-23;1;0;0;21;1;0;0.0;0.0;0.0
11;04;2021-03-24;1;0;0;22;1;0;0.0;0.0;0.0
11;04;2021-03-25;2;0;0;24;1;0;0.0;0.0;0.0
11;04;2021-03-26;0;0;0;24;1;0;0.0;0.0;0.0
11;04;2021-03-27;0;0;0;24;1;0;0.0;0.0;0.0
11;04;2021-03-28;1;0;0;25;1;0;0.0;0.0;0.0
11;04;2021-03-29;0;0;0;25;1;0;0.0;0.0;0.0
11;04;2021-03-30;1;0;0;26;1;0;0.0;0.0;0.0
11;04;2021-03-31;1;0;0;27;1;0;0.0;0.0;0.0
11;04;2021-04-01;1;0;0;28;1;0;0.0;0.0;0.0
11;04;2021-04-02;4;2;0;32;3;0;0.0;0.0;0.0
11;04;2021-04-03;3;0;0;35;3;0;0.0;0.0;0.0
11;04;2021-04-04;0;0;0;35;3;0;0.0;0.0;0.0
11;04;2021-04-05;0;0;0;35;3;0;0.0;0.0;0.0
11;04;2021-04-06;0;0;0;35;3;0;0.0;0.0;0.0
11;04;2021-04-07;0;0;0;35;3;0;0.0;0.0;0.0
11;04;2021-04-08;2;0;0;37;3;0;0.0;0.0;0.0
11;04;2021-04-09;0;0;0;37;3;0;0.0;0.0;0.0
11;04;2021-04-10;2;0;0;39;3;0;0.0;0.0;0.0
11;04;2021-04-11;0;0;0;39;3;0;0.0;0.0;0.0
11;04;2021-04-12;0;0;0;39;3;0;0.0;0.0;0.0
11;04;2021-04-13;1;0;0;40;3;0;0.0;0.0;0.0
11;04;2021-04-14;1;0;0;41;3;0;0.0;0.0;0.0
11;04;2021-04-15;2;0;0;43;3;0;0.0;0.0;0.0
11;04;2021-04-16;2;1;0;45;4;0;0.0;0.0;0.0
11;04;2021-04-17;1;1;0;46;5;0;0.0;0.0;0.0
11;04;2021-04-18;1;0;0;47;5;0;0.0;0.0;0.0
11;04;2021-04-19;0;0;0;47;5;0;0.0;0.0;0.0
11;04;2021-04-20;0;0;0;47;5;0;0.0;0.0;0.0
11;04;2021-04-21;0;0;0;47;5;0;0.0;0.0;0.0
11;04;2021-04-22;0;0;0;47;5;0;0.0;0.0;0.0
11;04;2021-04-23;1;0;0;48;5;0;0.0;0.0;0.0
11;04;2021-04-24;1;0;0;49;5;0;0.0;0.0;0.0
11;04;2021-04-25;0;0;0;49;5;0;0.0;0.0;0.0
11;04;2021-04-26;2;0;0;51;5;0;0.0;0.0;0.0
11;04;2021-04-27;0;0;0;51;5;0;0.0;0.0;0.0
11;04;2021-04-28;1;1;0;52;6;0;0.0;0.0;0.0
11;04;2021-04-29;2;0;0;54;6;0;0.0;0.0;0.0
11;04;2021-04-30;0;1;0;54;7;0;0.0;0.0;0.0
11;04;2021-05-01;2;0;0;56;7;0;0.0;0.0;0.0
11;04;2021-05-02;0;0;0;56;7;0;0.0;0.0;0.0
11;04;2021-05-03;3;0;0;59;7;0;0.0;0.0;0.0
11;04;2021-05-04;1;1;0;60;8;0;0.0;0.0;0.0
11;04;2021-05-05;2;0;0;62;8;0;0.0;0.0;0.0
11;04;2021-05-06;4;1;0;66;9;0;0.0;0.0;0.0
11;04;2021-05-07;4;1;0;70;10;0;0.0;0.0;0.0
11;04;2021-05-08;2;0;0;72;10;0;0.0;0.0;0.0
11;04;2021-05-09;1;0;0;73;10;0;0.0;0.0;0.0
11;04;2021-05-10;2;0;0;75;10;0;0.0;0.0;0.0
11;04;2021-05-11;3;0;0;78;10;0;0.0;0.0;0.0
11;04;2021-05-12;3;0;0;81;10;0;0.0;0.0;0.0
11;04;2021-05-13;2;0;0;83;10;0;0.0;0.0;0.0
11;04;2021-05-14;5;3;0;88;13;0;0.0;0.0;0.0
11;04;2021-05-15;5;0;0;93;13;0;0.0;0.0;0.0
11;04;2021-05-16;4;0;0;97;13;0;0.0;0.0;0.0
11;04;2021-05-17;6;0;0;103;13;0;0.0;0.0;0.0
11;04;2021-05-18;4;0;0;107;13;0;0.0;0.0;0.0
11;04;2021-05-19;8;1;0;115;14;0;0.0;0.0;0.0
11;04;2021-05-20;9;0;0;124;14;0;0.0;0.0;0.0
11;04;2021-05-21;6;1;0;130;15;0;0.0;0.0;0.0
11;04;2021-05-22;5;0;0;135;15;0;0.0;0.0;0.0
11;04;2021-05-23;2;0;0;137;15;0;0.0;0.0;0.0
11;04;2021-05-24;4;0;0;141;15;0;0.0;0.0;0.0
11;04;2021-05-25;5;0;0;146;15;0;0.0;0.0;0.0
11;04;2021-05-26;2;0;0;148;15;0;0.0;0.0;0.0
11;04;2021-05-27;5;1;0;153;16;0;0.0;0.0;0.0
11;04;2021-05-28;4;0;0;157;16;0;0.0;0.0;0.0
11;04;2021-05-29;1;0;0;158;16;0;0.0;0.0;0.0
11;04;2021-05-30;3;0;0;161;16;0;0.0;0.0;0.0
11;04;2021-05-31;14;2;0;175;18;0;0.0;0.0;0.0
11;04;2021-06-01;2;0;0;177;18;0;0.0;0.0;0.0
11;04;2021-06-02;4;0;0;181;18;0;0.0;0.0;0.0
11;04;2021-06-03;3;0;0;184;18;0;0.0;0.0;0.0
11;04;2021-06-04;6;0;0;190;18;0;0.0;0.0;0.0
11;04;2021-06-05;3;0;0;193;18;0;0.0;0.0;0.0
11;04;2021-06-06;1;1;0;194;19;0;0.0;0.0;0.0
11;04;2021-06-07;2;0;0;196;19;0;0.0;0.0;0.0
11;04;2021-06-08;5;0;0;201;19;0;0.0;0.0;0.0
11;04;2021-06-09;2;0;0;203;19;0;0.0;0.0;0.0
11;04;2021-06-10;6;0;0;209;19;0;0.0;0.0;0.0
11;04;2021-06-11;2;0;0;211;19;0;0.0;0.0;0.0
11;04;2021-06-12;0;0;0;211;19;0;0.0;0.0;0.0
11;04;2021-06-13;1;0;0;212;19;0;0.0;0.0;0.0
11;04;2021-06-14;1;0;0;213;19;0;0.0;0.0;0.0
11;04;2021-06-15;1;1;0;214;20;0;0.0;0.0;0.0
11;04;2021-06-16;2;2;0;216;22;0;0.0;0.0;0.0
11;04;2021-06-17;5;0;0;221;22;0;0.0;0.0;0.0
11;04;2021-06-18;2;2;0;223;24;0;0.0;0.0;0.0
11;04;2021-06-19;2;0;0;225;24;0;0.0;0.0;0.0
11;04;2021-06-20;4;0;0;229;24;0;0.0;0.0;0.0
11;04;2021-06-21;2;1;0;231;25;0;0.0;0.0;0.0
11;04;2021-06-22;2;1;0;233;26;0;0.0;0.0;0.0
11;04;2021-06-23;2;2;0;235;28;0;0.0;0.0;0.0
11;04;2021-06-24;2;2;0;237;30;0;0.0;0.0;0.0
11;04;2021-06-25;3;1;0;240;31;0;0.0;0.0;0.0
11;04;2021-06-26;5;0;0;245;31;0;0.0;0.0;0.0
11;04;2021-06-27;3;1;0;248;32;0;0.0;0.0;0.0
11;04;2021-06-28;1;0;0;249;32;0;0.0;0.0;0.0
11;04;2021-06-29;3;2;0;252;34;0;0.0;0.0;0.0
11;04;2021-06-30;2;0;0;254;34;0;0.0;0.0;0.0
11;04;2021-07-01;1;2;0;255;36;0;0.0;0.0;0.0
11;04;2021-07-02;2;0;0;257;36;0;0.0;0.0;0.0
11;04;2021-07-03;2;2;0;259;38;0;0.0;0.0;0.0
11;04;2021-07-04;0;0;0;259;38;0;0.0;0.0;0.0
11;04;2021-07-05;0;0;0;259;38;0;0.0;0.0;0.0
11;04;2021-07-06;2;2;0;261;40;0;0.0;0.0;0.0
11;04;2021-07-07;1;0;0;262;40;0;0.0;0.0;0.0
11;04;2021-07-08;6;2;0;268;42;0;0.0;0.0;0.0
11;04;2021-07-09;2;1;0;270;43;0;0.0;0.0;0.0
11;04;2021-07-10;1;1;0;271;44;0;0.0;0.0;0.0
11;04;2021-07-11;3;1;0;274;45;0;0.0;0.0;0.0
11;04;2021-07-12;2;2;0;276;47;0;0.0;0.0;0.0
11;04;2021-07-13;2;2;0;278;49;0;0.0;0.0;0.0
11;04;2021-07-14;3;0;0;281;49;0;0.0;0.0;0.0
11;04;2021-07-15;4;4;0;285;53;0;0.0;0.0;0.0
11;04;2021-07-16;4;2;0;289;55;0;0.0;0.0;0.0
11;04;2021-07-17;4;1;0;293;56;0;0.0;0.0;0.0
11;04;2021-07-18;1;0;0;294;56;0;0.0;0.0;0.0
11;04;2021-07-19;4;2;0;298;58;0;0.0;0.0;0.0
11;04;2021-07-20;2;2;0;300;60;0;0.0;0.0;0.0
11;04;2021-07-21;1;0;0;301;60;0;0.0;0.0;0.0
11;04;2021-07-22;5;1;0;306;61;0;0.0;0.0;0.0
11;04;2021-07-23;5;2;0;311;63;0;0.0;0.0;0.0
11;04;2021-07-24;2;2;0;313;65;0;0.0;0.0;0.0
11;04;2021-07-25;0;0;0;313;65;0;0.0;0.0;0.0
11;04;2021-07-26;3;1;0;316;66;0;0.0;0.0;0.0
11;04;2021-07-27;1;2;0;317;68;0;0.0;0.0;0.0
11;04;2021-07-28;1;2;0;318;70;0;0.0;0.0;0.0
11;04;2021-07-29;0;1;0;318;71;0;0.0;0.0;0.0
11;04;2021-07-30;0;0;0;318;71;0;0.0;0.0;0.0
11;04;2021-07-31;1;0;0;319;71;0;0.0;0.0;0.0
11;04;2021-08-01;0;0;0;319;71;0;0.0;0.0;0.0
11;04;2021-08-02;1;1;0;320;72;0;0.0;0.0;0.0
11;04;2021-08-03;1;0;0;321;72;0;0.0;0.0;0.0
11;04;2021-08-04;1;0;0;322;72;0;0.0;0.0;0.0
11;04;2021-08-05;4;0;0;326;72;0;0.0;0.0;0.0
11;04;2021-08-06;1;0;0;327;72;0;0.0;0.0;0.0
11;04;2021-08-07;1;1;0;328;73;0;0.0;0.0;0.0
11;04;2021-08-08;0;0;0;328;73;0;0.0;0.0;0.0
11;04;2021-08-09;0;0;0;328;73;0;0.0;0.0;0.0
11;04;2021-08-10;0;0;0;328;73;0;0.0;0.0;0.0
11;04;2021-08-11;1;1;0;329;74;0;0.0;0.0;0.0
11;04;2021-08-12;0;2;0;329;76;0;0.0;0.0;0.0
11;04;2021-08-13;2;1;0;331;77;0;0.0;0.0;0.0
11;04;2021-08-14;1;0;0;332;77;0;0.0;0.0;0.0
11;04;2021-08-15;0;0;0;332;77;0;0.0;0.0;0.0
11;04;2021-08-16;0;2;0;332;79;0;0.0;0.0;0.0
11;04;2021-08-17;1;0;0;333;79;0;0.0;0.0;0.0
11;04;2021-08-18;0;1;0;333;80;0;0.0;0.0;0.0
11;04;2021-08-19;0;0;0;333;80;0;0.0;0.0;0.0
11;04;2021-08-20;0;0;0;333;80;0;0.0;0.0;0.0
11;04;2021-08-21;0;0;0;333;80;0;0.0;0.0;0.0
11;04;2021-08-22;1;1;0;334;81;0;0.0;0.0;0.0
11;04;2021-08-23;1;0;0;335;81;0;0.0;0.0;0.0
11;04;2021-08-24;0;0;0;335;81;0;0.0;0.0;0.0
11;04;2021-08-25;0;0;0;335;81;0;0.0;0.0;0.0
11;04;2021-08-26;1;1;0;336;82;0;0.0;0.0;0.0
11;04;2021-08-27;0;0;0;336;82;0;0.0;0.0;0.0
11;04;2021-08-28;0;0;0;336;82;0;0.0;0.0;0.0
11;04;2021-08-29;0;0;0;336;82;0;0.0;0.0;0.0
11;04;2021-08-30;0;1;0;336;83;0;0.0;0.0;0.0
11;04;2021-08-31;1;0;0;337;83;0;0.0;0.0;0.0
11;04;2021-09-01;0;0;0;337;83;0;0.0;0.0;0.0
11;04;2021-09-02;1;0;0;338;83;0;0.0;0.0;0.0
11;04;2021-09-03;2;0;0;340;83;0;0.0;0.0;0.0
11;04;2021-09-04;1;0;0;341;83;0;0.0;0.0;0.0
11;04;2021-09-05;0;0;0;341;83;0;0.0;0.0;0.0
11;04;2021-09-06;0;0;0;341;83;0;0.0;0.0;0.0
11;04;2021-09-07;0;0;0;341;83;0;0.0;0.0;0.0
11;04;2021-09-08;1;0;0;342;83;0;0.0;0.0;0.0
11;04;2021-09-09;0;0;0;342;83;0;0.0;0.0;0.0
11;04;2021-09-10;1;1;0;343;84;0;0.0;0.0;0.0
11;04;2021-09-11;0;0;0;343;84;0;0.0;0.0;0.0
11;04;2021-09-12;0;0;0;343;84;0;0.0;0.0;0.0
11;04;2021-09-13;0;0;0;343;84;0;0.0;0.0;0.0
11;04;2021-09-14;0;1;0;343;85;0;0.0;0.0;0.0
11;04;2021-09-15;1;0;0;344;85;0;0.0;0.0;0.0
11;04;2021-09-16;0;0;0;344;85;0;0.0;0.0;0.0
11;04;2021-09-17;2;0;0;346;85;0;0.0;0.0;0.0
11;04;2021-09-18;0;0;0;346;85;0;0.0;0.0;0.0
11;04;2021-09-19;0;0;0;346;85;0;0.0;0.0;0.0
11;04;2021-09-20;0;0;0;346;85;0;0.0;0.0;0.0
11;04;2021-09-21;0;2;0;346;87;0;0.0;0.0;0.0
11;04;2021-09-22;0;0;0;346;87;0;0.0;0.0;0.0
11;04;2021-09-23;0;0;0;346;87;0;0.0;0.0;0.0
11;04;2021-09-24;1;0;0;347;87;0;0.0;0.0;0.0
11;04;2021-09-25;0;0;0;347;87;0;0.0;0.0;0.0
11;04;2021-09-26;0;0;0;347;87;0;0.0;0.0;0.0
11;04;2021-09-27;0;0;0;347;87;0;0.0;0.0;0.0
11;04;2021-09-28;0;0;0;347;87;0;0.0;0.0;0.0
11;04;2021-09-29;1;1;0;348;88;0;0.0;0.0;0.0
11;04;2021-09-30;0;0;0;348;88;0;0.0;0.0;0.0
11;04;2021-10-01;0;0;0;348;88;0;0.0;0.0;0.0
11;04;2021-10-02;0;0;0;348;88;0;0.0;0.0;0.0
11;04;2021-10-03;0;0;0;348;88;0;0.0;0.0;0.0
11;04;2021-10-04;1;0;0;349;88;0;0.0;0.0;0.0
11;04;2021-10-05;0;0;0;349;88;0;0.0;0.0;0.0
11;04;2021-10-06;0;0;0;349;88;0;0.0;0.0;0.0
11;04;2021-10-07;0;0;0;349;88;0;0.0;0.0;0.0
11;04;2021-10-08;0;0;0;349;88;0;0.0;0.0;0.0
11;04;2021-10-09;0;0;0;349;88;0;0.0;0.0;0.0
11;04;2021-10-10;0;0;0;349;88;0;0.0;0.0;0.0
11;04;2021-10-11;0;0;0;349;88;0;0.0;0.0;0.0
11;04;2021-10-12;0;1;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-13;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-14;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-15;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-16;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-17;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-18;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-19;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-20;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-21;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-22;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-23;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-24;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-25;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-26;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-27;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-28;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-29;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-30;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-10-31;0;0;0;349;89;0;0.0;0.0;0.0
11;04;2021-11-01;1;0;0;350;89;0;0.0;0.0;0.0
11;04;2021-11-02;0;0;0;350;89;0;0.0;0.0;0.0
11;04;2021-11-03;0;1;0;350;90;0;0.0;0.0;0.0
11;04;2021-11-04;0;0;0;350;90;0;0.0;0.0;0.0
11;04;2021-11-05;0;0;0;350;90;0;0.0;0.0;0.0
11;04;2021-11-06;0;1;0;350;91;0;0.0;0.0;0.0
11;04;2021-11-07;0;0;0;350;91;0;0.0;0.0;0.0
11;04;2021-11-08;0;0;0;350;91;0;0.0;0.0;0.0
11;04;2021-11-09;0;0;0;350;91;0;0.0;0.0;0.0
11;04;2021-11-10;1;1;0;351;92;0;0.0;0.0;0.0
11;04;2021-11-11;0;0;0;351;92;0;0.0;0.0;0.0
11;04;2021-11-12;0;0;1;351;92;1;0.0;0.0;0.0
11;04;2021-11-13;0;0;0;351;92;1;0.0;0.0;0.0
11;04;2021-11-14;0;0;0;351;92;1;0.0;0.0;0.0
11;04;2021-11-15;0;1;0;351;93;1;0.0;0.0;0.0
11;04;2021-11-16;0;0;0;351;93;1;0.0;0.0;0.0
11;04;2021-11-17;0;0;0;351;93;1;0.0;0.0;0.0
11;04;2021-11-18;0;1;0;351;94;1;0.0;0.0;0.0
11;04;2021-11-19;0;1;0;351;95;1;0.0;0.0;0.0
11;04;2021-11-20;0;0;0;351;95;1;0.0;0.0;0.0
11;04;2021-11-21;0;0;0;351;95;1;0.0;0.0;0.0
11;04;2021-11-22;0;0;0;351;95;1;0.0;0.0;0.0
11;04;2021-11-23;0;1;1;351;96;2;0.0;0.0;0.0
11;04;2021-11-24;0;0;0;351;96;2;0.0;0.0;0.0
11;04;2021-11-25;0;0;1;351;96;3;0.0;0.0;0.0
11;04;2021-11-26;0;0;0;351;96;3;0.0;0.0;0.0
11;04;2021-11-27;0;0;0;351;96;3;0.0;0.0;0.0
11;04;2021-11-28;0;0;0;351;96;3;0.0;0.0;0.0
11;04;2021-11-29;0;0;0;351;96;3;0.0;0.0;0.0
11;04;2021-11-30;0;0;0;351;96;3;0.0;0.0;0.0
11;04;2021-12-01;0;0;0;351;96;3;0.0;0.0;0.0
11;04;2021-12-02;0;0;1;351;96;4;0.0;0.0;0.0
11;04;2021-12-03;0;0;0;351;96;4;0.0;0.0;0.0
11;04;2021-12-04;0;0;0;351;96;4;0.0;0.0;0.0
11;04;2021-12-05;0;0;0;351;96;4;0.0;0.0;0.0
11;04;2021-12-06;0;0;1;351;96;5;0.0;0.0;0.0
11;04;2021-12-07;0;1;1;351;97;6;0.0;0.0;0.0
11;04;2021-12-08;0;2;0;351;99;6;0.0;0.0;0.0
11;04;2021-12-09;0;0;1;351;99;7;0.0;0.0;0.0
11;04;2021-12-10;0;0;1;351;99;8;0.0;0.0;0.0
11;04;2021-12-11;0;1;0;351;100;8;0.0;0.0;0.0
11;04;2021-12-12;1;0;0;352;100;8;0.0;0.0;0.0
11;04;2021-12-13;0;0;0;352;100;8;0.0;0.0;0.0
11;04;2021-12-14;0;0;0;352;100;8;0.0;0.0;0.0
11;04;2021-12-15;0;0;0;352;100;8;0.0;0.0;0.0
11;04;2021-12-16;2;0;0;354;100;8;0.0;0.0;0.0
11;04;2021-12-17;0;0;0;354;100;8;0.0;0.0;0.0
11;04;2021-12-18;0;0;1;354;100;9;0.0;0.0;0.0
11;04;2021-12-19;0;0;1;354;100;10;0.0;0.0;0.0
11;04;2021-12-20;0;0;0;354;100;10;0.0;0.0;0.0
11;04;2021-12-21;0;1;2;354;101;12;0.0;0.0;0.0
11;11;2020-12-27;0;0;0;0;0;0;0.0;0.0;0.0
11;11;2020-12-28;0;0;0;0;0;0;0.0;0.0;0.0
11;11;2020-12-29;0;0;0;0;0;0;0.0;0.0;0.0
11;11;2020-12-30;0;0;0;0;0;0;0.0;0.0;0.0
11;11;2020-12-31;0;0;0;0;0;0;0.0;0.0;0.0
11;11;2021-01-01;0;0;0;0;0;0;0.0;0.0;0.0
11;11;2021-01-02;0;0;0;0;0;0;0.0;0.0;0.0
11;11;2021-01-03;1;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-04;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-05;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-06;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-07;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-08;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-09;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-10;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-11;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-12;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-13;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-14;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-15;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-16;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-17;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-18;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-19;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-20;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-21;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-22;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-23;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-24;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-25;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-26;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-27;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-28;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-29;0;0;0;1;0;0;0.0;0.0;0.0
11;11;2021-01-30;1;0;0;2;0;0;0.0;0.0;0.0
